provinsi,gmv_transaksi_juta,reported_turnover_spt_juta,tax_paid_final_juta,annual_order_volume,avg_ticket_size_ribu,digital_payment_ratio,logistics_tracking_ratio,customer_return_rate,bps_ecom_penetration_pct,bps_infrastructure_index,target_non_compliance
Riau,16.95,11.36,0.06,157,107.96,0.355,0.9027,0.0477,25.06,6.09,0
Jawa Barat,30.15,23.61,0.12,175,172.29,0.6196,0.9574,0.0965,41.29,6.24,0
Riau,16.42,12.52,0.06,146,112.49,0.3965,0.7354,0.0522,27.55,6.21,1
Jawa Barat,10.83,8.06,0.04,150,72.19,0.4755,0.9333,0.0732,44.29,6.18,1
Bali,19.02,15.88,0.08,189,100.63,0.696,0.6939,0.0377,48.67,6.63,0
Sumatera Utara,22.52,14.96,0.07,183,123.06,0.8355,0.5777,0.0231,28.98,6.16,0
Banten,16.34,12.93,0.06,156,104.77,0.6065,0.5612,0.0876,44.58,6.05,0
Sulawesi Selatan,31.16,26.46,0.13,183,170.29,0.4359,0.7524,0.0131,26.8,6.02,0
Sulawesi Selatan,14.97,10.21,0.05,177,84.57,0.6721,0.8309,0.0451,30.6,5.94,0
Jawa Tengah,14.15,10.07,0.05,160,88.45,0.6938,0.4851,0.042,32.05,5.87,0
Sulawesi Selatan,42.28,34.07,0.17,144,293.62,0.5908,0.746,0.0277,25.4,6.05,0
Banten,37.33,27.77,0.14,152,245.58,0.5473,0.8022,0.0468,44.36,6.53,1
Jawa Timur,25.37,17.07,0.09,144,176.2,0.7185,0.6085,0.0366,37.7,5.79,0
Sulawesi Selatan,43.93,26.27,0.13,139,316.05,0.5046,0.6713,0.0222,27.45,5.92,0
Bali,15.59,11.17,0.06,146,106.78,0.6087,0.8036,0.0138,50.61,6.49,1
Bali,36.08,20.6,0.1,164,220.0,0.3128,0.6999,0.0484,49.01,6.53,1
Banten,22.65,16.85,0.08,166,136.42,0.7095,0.8328,0.0239,42.89,6.22,1
Sumatera Utara,49.12,38.17,0.19,149,329.65,0.6638,0.9761,0.0291,27.52,6.3,0
Sulawesi Selatan,24.72,18.45,0.09,147,168.19,0.5509,0.8186,0.023,28.12,6.11,1
DKI Jakarta,16.72,13.93,0.07,170,98.37,0.6467,0.4556,0.0236,63.66,7.64,0
Sulawesi Selatan,45.74,32.53,0.16,149,307.01,0.3853,0.7286,0.0365,29.72,6.01,1
Sulawesi Selatan,18.94,9.76,0.05,154,123.0,0.6193,0.5027,0.0146,29.15,5.96,1
Banten,14.06,11.27,0.06,163,86.29,0.567,0.702,0.0332,41.77,6.4,0
DKI Jakarta,52.89,23.31,0.12,158,334.74,0.5875,0.9386,0.051,63.29,7.64,0
Jawa Timur,37.28,21.46,0.11,180,207.09,0.4399,0.714,0.0517,34.99,5.78,0
Jawa Barat,16.51,9.32,0.05,167,98.84,0.565,0.7788,0.0295,45.57,6.08,0
Riau,23.64,20.31,0.1,167,141.54,0.7885,0.7602,0.0248,24.69,6.24,1
Jawa Timur,20.79,16.01,0.08,149,139.53,0.7544,0.6817,0.0632,37.15,5.78,0
Jawa Timur,18.04,14.95,0.07,185,97.53,0.3415,0.7165,0.0476,35.8,6.09,1
Sumatera Utara,14.27,9.12,0.05,144,99.1,0.5725,0.4356,0.0498,25.44,6.11,0
Riau,22.12,16.58,0.08,156,141.8,0.6969,0.678,0.0646,24.27,6.02,0
Jawa Barat,44.25,24.98,0.12,178,248.58,0.7148,0.8245,0.0604,43.01,6.24,0
Banten,35.57,29.83,0.15,155,229.46,0.5559,0.4975,0.0572,44.97,6.41,0
DKI Jakarta,18.6,11.54,0.06,163,114.11,0.5652,0.6875,0.0041,64.34,7.47,1
Sumatera Utara,36.91,20.69,0.1,161,229.27,0.5076,0.8992,0.0281,26.41,5.99,1
Jawa Timur,54.78,38.83,0.19,167,328.05,0.5843,0.582,0.0124,37.32,5.91,0
Jawa Timur,15.55,7.31,0.04,157,99.04,0.4289,0.8834,0.0665,38.27,6.13,1
Jawa Barat,34.37,19.18,0.1,158,217.51,0.4158,0.4742,0.0325,44.15,6.1,0
Sumatera Selatan,22.2,16.48,0.08,148,150.0,0.7407,0.5803,0.0243,23.78,5.85,0
Jawa Tengah,18.36,10.1,0.05,141,130.2,0.5525,0.6425,0.0458,33.27,5.72,1
Riau,27.32,19.32,0.1,182,150.09,0.4859,0.8008,0.0521,26.38,6.06,1
Riau,40.34,32.46,0.16,178,226.65,0.6523,0.682,0.0491,28.25,5.93,0
Riau,12.88,9.36,0.05,155,83.1,0.4984,0.878,0.0399,28.7,6.2,1
DKI Jakarta,24.28,17.64,0.09,163,148.98,0.433,0.8604,0.0635,64.51,7.68,0
Bali,17.55,10.29,0.05,141,124.46,0.6407,0.7535,0.0329,48.82,6.46,1
Riau,19.56,14.83,0.07,130,150.46,0.5407,0.455,0.0095,26.1,6.22,1
Sumatera Selatan,24.05,21.73,0.11,177,135.86,0.7322,0.7617,0.0317,24.43,5.72,0
Sumatera Selatan,15.59,9.33,0.05,150,103.92,0.7204,0.6696,0.0309,24.63,5.91,1
Sumatera Utara,65.44,47.54,0.24,160,408.99,0.6383,0.7839,0.0524,27.64,5.86,0
Sumatera Selatan,8.22,5.51,0.03,162,50.76,0.5519,0.8637,0.0583,27.27,5.92,0
Jawa Tengah,31.31,24.58,0.12,157,199.43,0.7459,0.6026,0.0245,32.01,5.99,0
Jawa Timur,31.84,25.01,0.13,159,200.28,0.8034,0.7188,0.001,38.79,5.88,0
Jawa Timur,24.93,24.93,0.12,161,154.84,0.6378,0.6801,0.0791,33.55,5.82,0
Jawa Timur,27.42,18.22,0.09,160,171.35,0.4935,0.8489,0.0437,36.44,5.82,0
Sumatera Utara,33.23,25.93,0.13,161,206.43,0.504,0.8268,0.001,27.9,6.03,0
Sumatera Selatan,18.11,14.62,0.07,157,115.34,0.6205,0.4918,0.0071,24.66,6.11,0
Jawa Tengah,16.68,9.6,0.05,134,124.49,0.4562,0.6057,0.0443,32.65,5.99,1
Jawa Timur,19.89,17.92,0.09,156,127.52,0.7954,0.7902,0.0295,38.93,6.1,0
Sumatera Selatan,31.55,27.81,0.14,166,190.08,0.7996,0.9266,0.0646,23.96,5.75,0
Sumatera Selatan,26.36,20.75,0.1,136,193.8,0.6304,0.6542,0.0296,22.78,6.01,0
Jawa Tengah,14.21,11.29,0.06,156,91.07,0.3665,0.6066,0.0384,31.75,5.98,1
Jawa Barat,23.15,12.78,0.06,160,144.71,0.5203,0.8321,0.0279,42.67,6.19,0
Jawa Timur,19.33,11.96,0.06,174,111.08,0.6791,0.8333,0.0371,37.94,5.88,0
Jawa Barat,17.37,16.14,0.08,181,95.95,0.6907,0.757,0.0411,44.74,6.27,0
Riau,22.69,15.32,0.08,191,118.79,0.7806,0.6814,0.0667,24.35,5.99,0
Sumatera Selatan,12.51,8.4,0.04,141,88.69,0.7418,0.7651,0.0459,23.12,5.96,0
Riau,9.08,7.71,0.04,135,67.24,0.6792,0.8107,0.0416,24.55,6.02,0
Jawa Timur,24.04,16.23,0.08,154,156.12,0.5136,0.6025,0.0548,36.42,5.84,1
Jawa Timur,35.67,24.01,0.12,146,244.32,0.5333,0.6587,0.0662,38.29,5.91,1
Banten,21.1,14.73,0.07,164,128.64,0.8632,0.7368,0.0133,44.38,6.62,0
Sumatera Selatan,39.18,27.49,0.14,162,241.87,0.7047,0.791,0.0267,25.15,5.74,0
Sulawesi Selatan,34.34,24.67,0.12,154,223.01,0.6076,0.7805,0.0441,29.02,6.13,0
Sulawesi Selatan,16.33,9.05,0.05,165,98.97,0.6156,0.826,0.0399,27.02,6.11,0
Jawa Timur,15.34,13.17,0.07,152,100.94,0.6474,0.8701,0.0277,34.93,5.94,0
Jawa Barat,11.03,7.04,0.04,142,77.7,0.4646,0.5756,0.001,42.5,6.08,1
DKI Jakarta,27.97,24.31,0.12,166,168.51,0.682,0.5171,0.0343,64.77,7.58,0
Sulawesi Selatan,31.43,20.32,0.1,162,194.0,0.4686,0.6677,0.0475,28.8,6.16,0
Sulawesi Selatan,23.54,16.76,0.08,158,148.97,0.6805,0.6057,0.0688,28.02,5.87,0
Sumatera Utara,18.46,16.68,0.08,179,103.11,0.7714,0.623,0.0406,29.83,5.71,0
DKI Jakarta,22.36,12.07,0.06,156,143.31,0.3898,0.8139,0.0401,63.76,7.77,1
Banten,34.51,29.52,0.15,162,213.0,0.2907,0.6516,0.0243,43.62,6.22,0
Sumatera Selatan,34.9,21.54,0.11,173,201.75,0.5643,0.83,0.04,21.97,5.87,0
Sumatera Selatan,33.31,20.66,0.1,172,193.65,0.4855,0.5194,0.03,26.23,5.72,0
Sumatera Selatan,27.4,22.77,0.11,157,174.54,0.6755,0.7158,0.0513,24.18,5.81,0
Sumatera Selatan,37.67,27.81,0.14,139,271.0,0.6686,0.5531,0.0491,23.64,5.89,1
DKI Jakarta,15.29,8.41,0.04,163,93.78,0.4941,0.7725,0.0683,63.39,7.76,1
Riau,17.41,12.37,0.06,157,110.92,0.6013,0.6918,0.0456,28.4,6.23,0
Sulawesi Selatan,16.9,12.78,0.06,177,95.48,0.6719,0.73,0.0508,29.39,6.01,0
Banten,22.52,17.04,0.09,185,121.75,0.6436,0.6713,0.0126,43.58,6.39,0
Sumatera Utara,47.02,35.61,0.18,146,322.04,0.6079,0.6929,0.0468,29.11,6.01,0
Jawa Tengah,14.45,10.63,0.05,140,103.2,0.58,0.7234,0.0548,35.04,5.97,0
Bali,17.37,12.02,0.06,167,104.02,0.6813,0.7531,0.0423,49.26,6.46,1
Jawa Timur,12.0,8.04,0.04,173,69.34,0.5772,0.6921,0.0391,37.03,5.91,0
Sulawesi Selatan,32.44,21.21,0.11,158,205.34,0.6595,0.7927,0.0364,24.76,6.01,1
Sumatera Utara,22.81,12.48,0.06,157,145.31,0.3964,0.8898,0.0729,30.28,5.93,0
Jawa Timur,49.5,39.07,0.2,161,307.45,0.4975,0.4678,0.0074,35.31,6.13,0
Sumatera Utara,48.44,34.33,0.17,157,308.54,0.9073,0.7309,0.0651,25.6,6.08,0
DKI Jakarta,14.99,12.01,0.06,171,87.67,0.8541,0.705,0.0481,60.83,7.58,1
Sulawesi Selatan,23.04,19.46,0.1,162,142.24,0.4109,0.5471,0.0302,26.62,6.06,1
Banten,45.02,30.59,0.15,157,286.74,0.4881,0.8402,0.0508,44.85,6.54,0
Banten,18.02,9.07,0.05,174,103.59,0.329,0.4944,0.0482,45.86,6.29,0
Banten,40.95,24.27,0.12,167,245.24,0.5358,0.6416,0.0202,44.63,6.54,0
Riau,9.65,8.13,0.04,184,52.46,0.6931,0.6091,0.0612,28.75,6.1,0
Sumatera Selatan,24.42,13.02,0.07,171,142.8,0.3279,0.6919,0.0442,23.72,5.9,0
Riau,15.78,8.06,0.04,145,108.8,0.7761,0.6836,0.0244,25.8,6.21,0
Jawa Barat,42.75,36.13,0.18,167,256.01,0.7043,0.6897,0.0709,40.58,6.17,0
Sumatera Selatan,21.39,12.65,0.06,175,122.24,0.6557,0.7756,0.0522,23.46,5.93,1
Riau,33.45,22.09,0.11,149,224.53,0.6489,0.4592,0.0479,23.09,6.08,1
Sulawesi Selatan,31.5,18.75,0.09,164,192.09,0.6736,0.7257,0.0609,25.89,5.8,0
Jawa Tengah,17.75,12.37,0.06,173,102.61,0.5554,0.5979,0.0407,34.15,5.91,0
Bali,34.49,18.48,0.09,148,233.02,0.5189,0.5804,0.0574,46.21,6.63,0
Bali,31.27,15.11,0.08,161,194.21,0.4769,0.637,0.0561,46.36,6.55,1
DKI Jakarta,10.85,8.2,0.04,146,74.34,0.7933,0.564,0.0292,60.9,7.42,0
Sulawesi Selatan,30.35,21.45,0.11,158,192.08,0.4267,0.7345,0.0369,29.06,6.08,1
Bali,19.19,14.27,0.07,164,117.0,0.5154,0.7772,0.0309,51.2,6.5,0
Bali,28.72,18.6,0.09,154,186.51,0.2884,0.6459,0.068,48.63,6.46,0
Sulawesi Selatan,24.74,20.1,0.1,148,167.19,0.7292,0.8131,0.0105,29.31,5.86,0
Jawa Tengah,38.11,33.01,0.17,153,249.07,0.3981,0.7626,0.0471,31.45,5.62,0
DKI Jakarta,37.33,25.07,0.13,155,240.81,0.5492,0.8973,0.0674,65.38,7.79,0
Riau,15.3,9.44,0.05,151,101.34,0.7353,0.6503,0.0158,25.08,6.35,0
Sumatera Utara,17.54,15.5,0.08,153,114.64,0.5961,0.7927,0.0413,29.41,5.97,0
Bali,21.32,15.71,0.08,164,129.99,0.3467,0.6351,0.0643,48.7,6.7,1
Sumatera Utara,42.09,35.57,0.18,164,256.66,0.7252,0.7224,0.0329,25.53,6.03,0
Jawa Barat,18.13,14.02,0.07,150,120.89,0.7814,0.7368,0.043,42.05,6.18,0
Sumatera Utara,29.25,18.99,0.09,169,173.07,0.5419,0.9164,0.0357,28.67,6.03,1
Jawa Timur,34.79,24.83,0.12,148,235.1,0.8083,0.7321,0.0211,34.08,6.05,0
Bali,25.29,16.93,0.08,168,150.56,0.4953,0.7005,0.0325,49.18,6.46,1
Sumatera Selatan,59.92,39.27,0.2,162,369.85,0.475,0.6982,0.0272,22.2,5.89,0
Bali,18.55,12.16,0.06,164,113.09,0.5604,0.6792,0.0092,49.55,6.74,0
Sumatera Selatan,30.76,17.8,0.09,159,193.46,0.5855,0.83,0.0689,22.28,5.96,0
Jawa Barat,27.28,19.44,0.1,152,179.49,0.3348,0.5601,0.049,44.04,6.19,1
Bali,25.66,20.89,0.1,164,156.44,0.5826,0.6589,0.0324,49.96,6.61,1
Jawa Barat,10.65,9.27,0.05,181,58.85,0.7353,0.6122,0.0305,43.13,6.11,0
Jawa Tengah,20.9,12.33,0.06,163,128.25,0.4423,0.7212,0.0316,33.08,5.82,0
Jawa Barat,9.49,8.06,0.04,140,67.8,0.4061,0.3716,0.025,45.61,5.96,1
DKI Jakarta,17.07,15.63,0.08,148,115.36,0.6137,0.8837,0.0322,62.37,7.79,0
Bali,24.44,19.06,0.1,173,141.28,0.5835,0.8713,0.0218,47.94,6.76,0
Jawa Barat,77.92,55.33,0.28,153,509.26,0.5155,0.7794,0.054,44.34,6.19,0
DKI Jakarta,35.47,30.78,0.15,164,216.27,0.608,0.8407,0.0028,64.17,7.73,0
DKI Jakarta,16.38,15.68,0.08,181,90.52,0.7622,0.7383,0.044,63.18,7.8,0
Riau,24.96,22.43,0.11,154,162.06,0.8431,0.7374,0.0223,24.33,5.82,0
Jawa Tengah,27.05,13.32,0.07,149,181.52,0.797,0.5905,0.0582,34.66,5.8,0
Riau,26.5,22.67,0.11,172,154.09,0.5763,0.6717,0.0366,24.29,6.06,0
Jawa Tengah,23.81,15.82,0.08,161,147.86,0.7092,0.8157,0.0471,36.62,5.66,0
Jawa Tengah,19.17,17.72,0.09,171,112.13,0.62,0.9578,0.0276,31.41,5.88,0
Jawa Barat,23.75,17.64,0.09,135,175.89,0.4698,0.5579,0.066,41.72,5.93,1
Jawa Tengah,28.41,18.34,0.09,170,167.14,0.7187,0.7595,0.0151,33.71,5.94,0
Jawa Tengah,29.7,24.08,0.12,143,207.67,0.6374,0.7142,0.0267,34.02,5.89,0
Bali,34.36,20.51,0.1,152,226.06,0.5814,0.8249,0.0203,47.28,6.58,0
Sumatera Utara,32.66,25.16,0.13,147,222.16,0.5849,0.8239,0.0386,30.95,6.13,0
Banten,25.04,22.5,0.11,162,154.58,0.5553,0.6216,0.0418,44.61,6.4,0
Sulawesi Selatan,22.18,11.77,0.06,164,135.26,0.4427,0.7644,0.0147,27.53,6.07,1
Banten,40.34,21.18,0.11,188,214.6,0.3845,0.7722,0.0189,44.7,6.41,1
Bali,16.27,13.03,0.07,164,99.21,0.8827,0.6783,0.0178,50.56,6.5,0
Jawa Timur,9.62,7.35,0.04,183,52.56,0.6991,0.7384,0.0107,39.26,6.15,0
Sulawesi Selatan,10.24,7.1,0.04,151,67.84,0.457,0.6494,0.0263,28.19,6.16,1
Jawa Barat,10.89,8.61,0.04,169,64.46,0.7743,0.5083,0.0747,41.47,6.2,0
Sumatera Utara,27.92,20.17,0.1,143,195.27,0.6457,0.79,0.0428,26.52,6.06,0
Banten,27.71,16.62,0.08,177,156.58,0.5906,0.7503,0.0267,42.0,6.47,0
Bali,32.1,29.3,0.15,146,219.9,0.5966,0.8293,0.0346,47.78,6.75,0
Jawa Tengah,28.42,22.36,0.11,149,190.76,0.3972,0.9127,0.0088,33.26,6.09,1
Jawa Timur,41.24,30.91,0.15,164,251.49,0.5404,0.6794,0.01,37.17,5.9,0
Jawa Timur,41.25,27.09,0.14,156,264.41,0.671,0.8251,0.0229,38.54,6.09,0
Riau,39.72,30.6,0.15,166,239.26,0.3196,0.7794,0.0146,23.04,6.06,0
Jawa Tengah,39.69,19.94,0.1,164,242.01,0.6621,0.9597,0.0571,33.18,5.67,0
Banten,53.51,47.14,0.24,153,349.71,0.8485,0.8142,0.0778,44.81,6.48,0
Riau,75.4,53.05,0.27,168,448.79,0.603,0.7784,0.0573,21.94,6.25,0
Jawa Tengah,25.4,13.47,0.07,167,152.08,0.6853,0.4611,0.0242,33.88,5.98,1
Jawa Tengah,55.86,48.21,0.24,169,330.52,0.7613,0.7704,0.0402,37.3,5.84,1
Jawa Barat,14.49,8.07,0.04,131,110.64,0.5468,0.8202,0.0503,44.54,6.2,1
Jawa Barat,18.84,9.9,0.05,166,113.51,0.4692,0.6382,0.048,43.84,6.23,1
Sulawesi Selatan,56.93,46.71,0.23,161,353.62,0.6642,0.7729,0.0698,27.49,6.08,0
Bali,25.44,12.73,0.06,165,154.17,0.4532,0.8333,0.016,49.09,6.75,0
Jawa Barat,10.39,6.97,0.03,149,69.73,0.7327,0.7507,0.043,45.69,6.26,0
Sumatera Utara,13.14,9.16,0.05,156,84.2,0.7419,0.8487,0.0389,27.89,5.97,0
Jawa Barat,15.62,11.06,0.06,154,101.42,0.7076,0.6884,0.0332,45.17,6.15,0
Bali,13.18,10.13,0.05,155,85.04,0.4736,0.6365,0.0088,49.44,6.54,0
Sumatera Selatan,29.85,25.61,0.13,155,192.58,0.6881,0.7622,0.0108,26.76,5.9,0
Sumatera Selatan,15.1,8.76,0.04,155,97.39,0.254,0.8713,0.0658,25.95,5.66,0
Jawa Timur,18.78,12.89,0.06,147,127.74,0.5012,0.9429,0.0571,37.13,6.19,0
Jawa Timur,17.29,11.46,0.06,158,109.41,0.7543,0.8193,0.0172,37.04,5.87,0
Bali,10.21,6.75,0.03,130,78.56,0.5301,0.6994,0.0038,48.27,6.54,0
Sumatera Utara,13.38,7.78,0.04,167,80.14,0.6575,0.6283,0.0406,29.88,6.05,0
Sumatera Utara,32.66,23.73,0.12,139,234.95,0.8387,0.7575,0.0384,27.52,5.87,0
Sulawesi Selatan,31.11,22.01,0.11,180,172.84,0.5467,0.8249,0.0077,28.07,5.97,0
Bali,6.25,3.67,0.02,146,42.84,0.4194,0.7716,0.0811,48.45,6.62,1
Jawa Timur,17.39,11.64,0.06,161,108.02,0.4553,0.901,0.0648,34.84,6.16,0
DKI Jakarta,34.66,26.61,0.13,149,232.61,0.6112,0.6437,0.0184,63.87,7.75,0
Jawa Tengah,27.96,14.8,0.07,143,195.53,0.0831,0.7585,0.0662,30.91,5.81,1
Sumatera Selatan,74.96,62.9,0.31,163,459.9,0.5656,0.7839,0.0446,23.65,5.74,0
Jawa Barat,17.82,12.71,0.06,138,129.1,0.6359,0.8137,0.0545,44.38,6.41,0
Jawa Timur,27.65,23.72,0.12,156,177.22,0.4867,0.7749,0.0231,37.1,5.97,0
Sulawesi Selatan,14.96,9.22,0.05,155,96.54,0.3612,0.653,0.0524,28.13,6.02,1
Banten,12.27,7.28,0.04,168,73.04,0.6275,0.3966,0.0844,42.82,6.22,1
Jawa Tengah,31.37,19.01,0.1,178,176.21,0.6569,0.8697,0.0636,34.77,5.92,0
Sumatera Utara,19.6,14.06,0.07,162,120.99,0.99,0.8049,0.0548,27.08,5.97,0
Sulawesi Selatan,107.11,61.19,0.31,171,626.38,0.5274,0.6673,0.0029,28.96,6.19,0
Jawa Tengah,18.76,13.43,0.07,170,110.38,0.7811,0.7022,0.0571,35.15,5.92,0
Sumatera Utara,19.1,10.38,0.05,160,119.39,0.4017,0.7117,0.0492,26.11,6.06,1
Sumatera Selatan,24.11,17.18,0.09,158,152.56,0.6384,0.5242,0.0237,23.71,5.72,0
Sumatera Utara,36.51,27.84,0.14,153,238.65,0.7822,0.6173,0.0335,27.66,6.03,0
Bali,34.44,24.63,0.12,151,228.07,0.5631,0.7207,0.0382,49.15,6.57,0
Banten,11.81,7.69,0.04,169,69.86,0.7581,0.7659,0.0507,42.7,6.39,0
Sumatera Selatan,51.55,36.66,0.18,177,291.22,0.9467,0.7993,0.0111,22.57,5.64,0
Jawa Timur,18.11,10.23,0.05,134,135.17,0.6043,0.7621,0.041,36.77,5.85,0
DKI Jakarta,7.4,6.36,0.03,150,49.36,0.7703,0.4653,0.071,62.7,7.67,0
Jawa Timur,23.91,15.64,0.08,163,146.7,0.8034,0.6056,0.0507,36.63,6.02,0
Jawa Barat,15.28,11.71,0.06,168,90.96,0.5649,1.0,0.0185,44.72,5.92,0
Sumatera Selatan,43.0,29.2,0.15,158,272.14,0.4726,0.8544,0.0454,21.89,6.05,1
Banten,28.44,13.64,0.07,163,174.45,0.4498,0.5362,0.0497,43.95,6.53,0
Sumatera Selatan,36.2,28.58,0.14,141,256.72,0.4474,0.8187,0.001,23.43,5.76,0
Sumatera Selatan,46.26,31.23,0.16,169,273.73,0.4947,0.8257,0.0461,24.36,6.18,0
Sumatera Utara,20.19,14.26,0.07,172,117.38,0.6908,0.8812,0.0403,27.53,6.07,0
Sulawesi Selatan,26.75,15.99,0.08,161,166.16,0.6248,0.8834,0.0086,26.13,6.0,0
Banten,45.9,32.66,0.16,173,265.33,0.5068,0.8665,0.0783,44.71,6.45,0
Riau,23.76,14.37,0.07,145,163.86,0.5406,0.7306,0.0462,30.31,6.12,0
Riau,14.77,9.4,0.05,149,99.13,0.2264,0.7847,0.0359,26.0,6.08,1
Sumatera Selatan,46.48,33.58,0.17,148,314.06,0.542,0.6244,0.0228,23.23,5.75,0
Banten,22.55,13.57,0.07,152,148.36,0.5165,0.5578,0.0422,43.03,6.33,1
Banten,15.01,10.92,0.05,149,100.77,0.6373,0.7906,0.0484,45.52,6.42,0
Bali,64.54,39.28,0.2,158,408.5,0.6771,0.6463,0.0666,47.42,6.7,1
Sulawesi Selatan,10.64,5.06,0.03,167,63.74,0.883,0.632,0.0377,29.85,6.18,1
DKI Jakarta,16.29,11.88,0.06,153,106.45,0.7095,0.7724,0.013,61.08,7.68,0
Sulawesi Selatan,17.34,9.64,0.05,156,111.12,0.4898,0.752,0.0384,28.19,6.02,1
Sulawesi Selatan,36.92,20.51,0.1,160,230.72,0.6586,0.9044,0.0382,28.9,5.93,0
Sumatera Utara,21.73,12.26,0.06,176,123.47,0.8133,0.7377,0.0728,29.55,6.17,0
Sumatera Utara,14.67,7.3,0.04,139,105.56,0.4669,0.8285,0.0458,29.45,6.0,1
Banten,37.59,22.27,0.11,149,252.26,0.3793,0.7124,0.0477,44.52,6.31,0
Sumatera Utara,32.23,29.62,0.15,147,219.22,0.7379,0.786,0.029,30.14,6.05,0
Jawa Barat,21.51,17.07,0.09,169,127.25,0.6344,0.6799,0.0471,41.89,5.95,0
Jawa Timur,25.37,23.43,0.12,154,164.77,0.5801,0.8308,0.0232,35.88,6.02,0
Sulawesi Selatan,12.67,9.07,0.05,146,86.78,0.4176,0.8849,0.0433,27.3,5.97,1
Sumatera Utara,20.03,11.96,0.06,153,130.91,0.5429,0.6951,0.0559,30.64,6.37,0
Jawa Timur,24.06,19.75,0.1,170,141.51,0.7357,0.6885,0.0397,37.55,5.89,0
Jawa Tengah,12.54,10.68,0.05,155,80.87,0.6781,0.9595,0.0621,34.22,5.83,0
Sumatera Selatan,9.95,4.67,0.02,142,70.05,0.4698,0.7614,0.0678,24.05,6.0,0
Banten,17.01,16.18,0.08,141,120.66,0.7939,0.5686,0.0627,45.35,6.47,1
Sumatera Utara,39.35,24.14,0.12,155,253.88,0.4537,0.7865,0.0412,26.08,6.16,0
Jawa Timur,31.34,30.85,0.15,159,197.11,0.6524,0.7986,0.0213,36.24,5.93,0
DKI Jakarta,15.81,12.66,0.06,144,109.8,0.797,0.834,0.0201,63.21,7.59,0
Jawa Tengah,89.59,72.27,0.36,149,601.26,0.6255,0.7096,0.0509,32.49,6.18,1
Sumatera Utara,13.15,10.99,0.05,148,88.87,0.717,0.6515,0.0454,27.93,6.1,0
Jawa Tengah,32.98,22.5,0.11,170,194.0,0.4409,0.7714,0.0388,34.02,5.89,0
Sumatera Utara,17.02,11.77,0.06,150,113.47,0.5512,0.778,0.0294,28.77,6.14,1
Bali,45.66,30.57,0.15,165,276.7,0.7237,0.7474,0.0403,50.53,6.44,0
Jawa Barat,23.54,8.1,0.04,170,138.5,0.169,0.4983,0.0124,40.25,6.1,1
Bali,20.58,12.71,0.06,158,130.28,0.7551,0.6255,0.0271,50.97,6.47,0
Jawa Barat,42.29,39.98,0.2,175,241.65,0.5984,0.5136,0.0359,42.41,6.17,0
Banten,20.66,17.52,0.09,153,135.04,0.4357,0.6611,0.054,46.09,6.21,1
Riau,33.86,14.24,0.07,158,214.28,0.3097,0.7547,0.0595,25.52,6.15,1
Jawa Tengah,23.04,13.04,0.07,166,138.77,0.3995,0.7709,0.0011,33.75,6.0,1
Jawa Tengah,7.82,4.08,0.02,156,50.13,0.5728,0.8602,0.0082,31.58,6.0,0
Banten,75.35,43.99,0.22,161,468.02,0.7227,0.6951,0.0543,42.3,6.43,1
DKI Jakarta,29.58,18.45,0.09,155,190.84,0.467,0.6818,0.0421,64.41,7.75,1
Sulawesi Selatan,18.01,13.76,0.07,143,125.96,0.5763,0.5296,0.0526,23.9,5.96,0
Jawa Tengah,54.69,42.99,0.21,182,300.49,0.6899,0.7009,0.0276,31.38,5.91,0
Sumatera Selatan,16.93,12.77,0.06,182,93.02,0.6002,0.6143,0.0287,25.47,5.87,0
Jawa Tengah,15.16,10.59,0.05,159,95.33,0.6907,0.5941,0.0253,32.58,5.64,1
Bali,10.86,5.25,0.03,141,77.0,0.4067,0.6428,0.001,47.42,6.53,0
Jawa Barat,20.71,17.95,0.09,156,132.75,0.6471,0.7323,0.0176,45.66,6.25,0
Sumatera Selatan,15.26,11.22,0.06,143,106.71,0.5236,0.7505,0.0187,27.13,5.74,0
Sumatera Selatan,18.17,12.95,0.06,143,127.08,0.5263,0.6447,0.0215,24.32,5.74,0
Sumatera Selatan,12.2,6.68,0.03,162,75.32,0.6689,0.8343,0.0205,26.23,5.86,1
DKI Jakarta,15.09,9.9,0.05,143,105.51,0.5192,0.8372,0.0216,65.82,7.47,1
Jawa Barat,31.03,22.11,0.11,168,184.68,0.6891,0.9433,0.0353,43.36,6.24,0
Bali,44.51,34.26,0.17,148,300.71,0.6778,0.4605,0.051,47.97,6.68,0
Jawa Timur,23.07,15.73,0.08,154,149.81,0.8353,0.9207,0.001,36.98,6.07,0
Bali,17.38,9.29,0.05,151,115.13,0.8118,0.9481,0.0212,46.56,6.63,0
Bali,36.22,20.42,0.1,179,202.33,0.9218,0.8062,0.0219,49.59,6.5,0
Riau,42.32,29.48,0.15,156,271.28,0.462,0.7534,0.0093,25.66,5.92,0
Jawa Barat,37.39,29.1,0.15,142,263.33,0.6122,0.5774,0.0621,43.46,6.22,1
Jawa Timur,31.19,27.32,0.14,164,190.15,0.5869,0.7815,0.0178,36.91,6.05,0
DKI Jakarta,15.55,11.62,0.06,152,102.3,0.8162,0.6083,0.0482,62.27,7.6,0
DKI Jakarta,20.67,19.76,0.1,145,142.56,0.6215,0.7103,0.0242,63.49,7.58,0
Bali,25.83,19.76,0.1,156,165.55,0.6473,0.7765,0.0653,46.7,6.6,0
