provinsi,gmv_transaksi_juta,volume_transaksi_tahunan,proporsi_e_commerce_pct,infrastruktur_digital_score,rasio_pembayaran_digital,frekuensi_pengiriman_logistik,omset_dilaporkan_spt_juta,pajak_disetor_juta,target_compliance_risk
Sumatera Utara,239.91,109,30.61,52.98,0.811,95,100.94,0.5,1
DKI Jakarta,118.4,132,13.95,85.58,0.658,140,69.8,0.35,1
Jawa Timur,110.28,129,40.49,94.13,0.632,141,83.15,0.42,0
Banten,419.52,139,5.62,83.83,0.747,149,265.07,1.33,1
Sulawesi Selatan,187.3,124,31.09,97.85,0.805,116,94.49,0.47,0
Jawa Tengah,103.93,138,34.96,84.7,0.329,138,66.18,0.33,1
Banten,88.82,132,29.63,64.14,0.747,109,75.51,0.38,0
Jawa Timur,80.26,141,61.06,62.52,0.662,154,54.85,0.27,0
Jawa Barat,137.15,122,56.89,82.67,0.946,132,105.92,0.53,0
Jawa Barat,137.11,124,47.39,83.11,0.851,121,139.24,0.7,0
Jawa Timur,246.98,108,23.9,75.67,0.953,91,218.91,1.09,0
DKI Jakarta,45.87,119,58.06,75.82,0.907,129,42.32,0.21,0
DKI Jakarta,252.54,134,42.43,70.42,0.906,143,148.29,0.74,0
Jawa Timur,180.81,132,23.7,67.15,0.435,144,132.42,0.66,0
Jawa Tengah,73.02,142,35.39,81.07,0.763,135,45.56,0.23,0
Sumatera Utara,53.68,145,46.5,86.63,0.528,131,38.38,0.19,0
DKI Jakarta,179.23,123,27.81,89.86,0.595,112,84.73,0.42,1
Jawa Timur,118.67,145,36.69,65.08,0.701,137,87.46,0.44,0
Banten,35.04,110,38.8,92.03,0.825,118,25.99,0.13,0
Sulawesi Selatan,97.99,123,21.79,64.83,0.87,103,75.82,0.38,0
Riau,193.22,131,31.76,64.94,0.745,130,106.76,0.53,0
Bali,189.36,161,22.69,89.49,0.782,173,103.0,0.52,0
Jawa Timur,135.29,141,45.42,97.5,0.702,124,86.45,0.43,0
Banten,186.12,116,24.1,95.68,0.923,111,139.5,0.7,0
Banten,149.55,126,38.5,55.44,0.868,130,92.56,0.46,0
Bali,134.71,131,18.32,64.14,0.542,125,115.72,0.58,0
Sulawesi Selatan,57.33,111,21.4,87.23,0.689,106,44.74,0.22,0
Sulawesi Selatan,199.07,152,20.82,89.51,0.625,156,94.23,0.47,1
Sumatera Selatan,115.05,135,31.53,74.71,0.544,114,62.76,0.31,0
Sumatera Utara,230.31,137,37.16,50.79,0.603,138,182.64,0.91,0
Sumatera Utara,180.1,162,39.38,74.59,0.757,174,134.32,0.67,0
Sulawesi Selatan,15.48,136,13.73,51.53,0.84,112,9.6,0.05,0
Jawa Tengah,98.43,137,32.98,63.79,0.792,112,50.37,0.25,0
Jawa Timur,77.53,128,25.99,82.19,0.799,105,77.4,0.39,0
Bali,58.28,121,41.41,56.6,0.659,123,40.34,0.2,0
Jawa Timur,137.22,127,31.79,84.91,0.817,116,73.85,0.37,1
Jawa Tengah,52.65,142,34.03,80.45,0.813,133,45.73,0.23,0
Sumatera Utara,34.97,132,26.06,71.06,0.772,134,19.8,0.1,0
Jawa Timur,35.46,117,55.7,68.24,0.833,111,20.31,0.1,1
Bali,39.43,136,19.6,94.82,0.964,133,36.97,0.18,0
Sulawesi Selatan,132.18,151,30.2,77.11,0.411,159,130.87,0.65,0
Jawa Timur,418.8,152,36.29,93.56,0.816,142,294.94,1.47,0
Sumatera Utara,68.0,130,31.98,70.21,0.906,138,55.14,0.28,0
Sulawesi Selatan,264.1,143,25.83,79.14,0.894,136,167.61,0.84,1
Sumatera Selatan,39.22,122,13.26,96.78,0.32,112,31.84,0.16,1
Jawa Tengah,71.24,154,26.7,56.08,0.87,135,62.21,0.31,0
Sumatera Utara,262.38,134,23.49,62.88,0.605,136,227.92,1.14,1
Riau,186.07,138,55.15,94.92,0.699,136,79.35,0.4,0
Riau,190.19,118,62.18,70.68,0.788,123,88.27,0.44,0
DKI Jakarta,229.28,155,34.39,63.33,0.743,149,197.22,0.99,0
Jawa Tengah,427.28,129,18.14,98.87,0.676,136,318.62,1.59,1
Bali,170.93,147,43.86,55.01,0.591,130,173.18,0.87,0
Jawa Tengah,31.68,129,23.23,79.97,0.899,131,14.8,0.07,0
Jawa Tengah,240.05,125,28.41,88.62,0.82,114,250.44,1.25,0
Jawa Timur,217.21,122,27.45,88.55,0.528,101,105.73,0.53,1
Jawa Barat,250.83,134,28.99,71.65,0.697,128,105.46,0.53,0
Jawa Barat,62.26,124,30.74,52.15,0.541,107,61.28,0.31,0
Jawa Timur,125.79,118,19.24,91.21,0.863,96,91.53,0.46,0
Bali,21.07,122,26.58,89.33,0.845,110,12.35,0.06,0
DKI Jakarta,62.33,148,47.24,61.63,0.568,161,48.09,0.24,0
Jawa Tengah,96.68,139,34.6,66.69,0.407,148,62.4,0.31,0
DKI Jakarta,77.08,120,36.5,75.12,0.743,131,80.37,0.4,0
Sumatera Utara,245.87,144,8.21,55.59,0.791,116,222.05,1.11,0
Jawa Tengah,75.5,141,46.37,90.21,0.781,119,62.39,0.31,0
Sumatera Selatan,659.63,150,26.77,95.18,0.456,130,401.95,2.01,1
Sumatera Utara,65.96,117,48.49,65.1,0.894,119,27.49,0.14,1
Sumatera Selatan,115.05,137,36.85,95.28,0.804,149,105.65,0.53,0
Riau,20.95,147,28.26,89.24,0.947,135,9.03,0.05,0
Banten,133.63,145,14.87,85.66,0.729,141,63.28,0.32,1
Bali,80.12,134,61.1,97.49,0.677,110,62.72,0.31,0
Banten,553.37,129,44.64,65.91,0.685,127,493.6,2.47,1
Sulawesi Selatan,112.12,138,45.36,94.87,0.836,147,74.65,0.37,0
Sulawesi Selatan,21.0,141,56.83,54.82,0.549,140,16.44,0.08,0
Sumatera Utara,24.67,139,37.69,73.42,0.817,138,25.48,0.13,0
Riau,22.43,144,51.23,77.05,0.897,136,13.07,0.07,0
Jawa Tengah,66.68,153,29.26,56.02,0.685,143,28.58,0.14,1
Bali,60.09,133,43.85,86.13,0.72,121,32.7,0.16,1
Riau,504.17,150,27.44,73.28,0.891,156,347.98,1.74,0
Sulawesi Selatan,37.67,131,28.95,72.32,0.851,130,34.1,0.17,0
Jawa Tengah,163.72,126,36.16,78.49,0.33,112,110.1,0.55,1
Sumatera Selatan,82.51,125,19.79,56.6,0.531,119,64.59,0.32,0
Banten,170.2,130,38.95,59.8,0.51,108,130.68,0.65,1
Jawa Barat,60.63,124,31.26,58.85,0.885,100,43.47,0.22,0
Jawa Barat,18.96,128,11.15,96.64,0.963,107,9.54,0.05,0
Sumatera Utara,42.78,129,29.51,87.89,0.611,136,19.0,0.1,1
Jawa Timur,71.25,140,30.86,75.93,0.851,122,37.9,0.19,0
Jawa Barat,327.19,124,45.23,82.31,0.554,135,188.34,0.94,1
Banten,186.27,113,38.42,81.85,0.761,101,97.22,0.49,0
Riau,44.17,134,52.37,62.85,0.852,123,23.19,0.12,1
Jawa Timur,96.04,125,41.24,54.24,0.702,130,76.39,0.38,0
Sulawesi Selatan,63.51,127,28.35,77.19,0.883,110,44.17,0.22,0
Sumatera Selatan,13.33,130,34.3,62.89,0.715,139,7.5,0.04,0
Sumatera Utara,32.63,128,30.82,92.8,0.78,127,18.05,0.09,0
Sulawesi Selatan,192.79,117,40.86,61.57,0.797,95,95.07,0.48,0
Banten,140.67,126,35.72,78.07,0.838,136,119.52,0.6,0
Jawa Barat,79.93,133,27.46,70.58,0.621,117,56.7,0.28,0
DKI Jakarta,166.18,141,35.1,86.4,0.66,122,138.26,0.69,0
Sulawesi Selatan,263.65,138,40.53,96.59,0.653,147,170.32,0.85,0
Sulawesi Selatan,253.72,139,22.92,70.17,0.823,124,115.51,0.58,0
Sumatera Selatan,30.21,135,38.8,52.17,0.736,137,28.25,0.14,0
Jawa Barat,371.82,135,16.06,82.41,0.923,109,158.78,0.79,1
Jawa Tengah,35.65,123,48.27,56.33,0.949,132,22.77,0.11,0
DKI Jakarta,202.04,128,41.33,55.12,0.832,118,157.66,0.79,1
DKI Jakarta,25.74,143,54.55,82.42,0.643,122,21.41,0.11,1
Jawa Tengah,43.3,138,21.6,55.04,0.614,151,30.88,0.15,1
Sumatera Utara,206.79,130,48.6,56.31,0.873,132,190.1,0.95,0
DKI Jakarta,57.35,115,46.23,71.51,0.727,119,40.82,0.2,0
Sulawesi Selatan,55.49,136,32.81,72.16,0.872,129,52.35,0.26,0
Banten,394.21,120,30.48,94.77,0.613,120,220.94,1.1,1
Jawa Tengah,34.68,130,21.98,63.53,0.66,115,24.52,0.12,0
Sumatera Utara,144.3,127,18.85,69.65,0.457,121,60.62,0.3,1
Sumatera Selatan,270.21,133,25.99,84.67,0.603,121,209.63,1.05,0
Jawa Timur,141.3,130,19.93,90.52,0.837,120,93.49,0.47,0
DKI Jakarta,84.68,132,54.15,67.11,0.676,105,71.37,0.36,0
DKI Jakarta,13.34,128,16.98,80.92,0.271,133,11.77,0.06,0
Bali,176.2,137,36.79,80.59,0.646,118,120.07,0.6,1
Jawa Barat,174.24,134,40.23,64.86,0.785,126,138.6,0.69,0
Riau,133.78,113,39.29,55.81,0.73,112,117.17,0.59,0
Jawa Timur,129.27,126,40.34,83.44,0.475,102,122.02,0.61,0
Sumatera Selatan,183.86,122,46.36,63.14,0.517,110,86.11,0.43,1
DKI Jakarta,32.69,142,29.65,65.6,0.937,124,24.72,0.12,0
Bali,76.79,125,36.05,78.05,0.281,104,76.88,0.38,0
Riau,325.3,152,31.48,57.88,0.564,158,190.17,0.95,1
Banten,20.42,149,50.63,61.83,0.407,143,16.52,0.08,0
Jawa Tengah,451.96,120,60.2,71.86,0.827,112,263.72,1.32,1
Sulawesi Selatan,221.11,125,20.67,93.05,0.467,104,203.98,1.02,0
Jawa Timur,72.01,138,10.63,87.84,0.714,131,63.6,0.32,0
Banten,106.38,107,41.83,65.56,0.365,94,108.2,0.54,0
Jawa Timur,188.13,138,47.84,64.8,0.565,115,160.73,0.8,0
Jawa Tengah,21.95,119,58.48,98.38,0.651,114,15.76,0.08,0
Banten,118.33,140,43.85,82.02,0.355,140,88.95,0.44,1
Jawa Barat,150.87,147,51.75,83.59,0.65,120,136.78,0.68,1
DKI Jakarta,250.52,124,54.92,52.7,0.889,101,220.36,1.1,0
Jawa Tengah,273.93,139,52.58,55.14,0.642,141,130.55,0.65,1
Jawa Barat,431.55,152,45.57,64.43,0.671,131,256.53,1.28,1
Banten,120.01,135,19.61,91.26,0.625,114,101.25,0.51,1
Bali,293.24,147,34.9,94.62,0.954,160,136.52,0.68,0
Jawa Barat,53.17,142,38.6,59.36,0.813,121,44.07,0.22,0
DKI Jakarta,125.35,139,33.8,85.0,0.62,139,120.49,0.6,0
Jawa Barat,160.03,159,34.54,92.83,0.854,166,102.26,0.51,0
Sumatera Utara,94.74,132,53.81,93.07,0.881,118,51.32,0.26,0
Jawa Tengah,140.71,135,25.92,72.48,0.621,126,134.39,0.67,0
Banten,355.81,146,44.59,62.68,0.761,141,253.69,1.27,0
DKI Jakarta,166.63,129,38.8,96.86,0.823,110,156.79,0.78,0
Jawa Timur,109.93,132,24.71,63.55,0.676,117,49.55,0.25,0
Banten,336.11,127,22.08,62.38,0.801,138,180.71,0.9,1
Banten,364.29,117,14.58,60.08,0.566,103,145.96,0.73,0
Sumatera Utara,133.17,135,40.83,76.09,0.763,140,92.06,0.46,0
Sumatera Selatan,107.06,135,34.24,55.25,0.836,129,104.21,0.52,0
Banten,257.51,120,25.09,77.96,0.633,119,211.02,1.06,0
Bali,409.54,115,12.49,96.24,0.463,107,168.57,0.84,1
Sumatera Utara,92.02,117,40.19,74.74,0.834,114,38.29,0.19,0
Jawa Tengah,98.52,120,32.92,97.3,0.446,115,85.53,0.43,0
Jawa Tengah,271.09,120,26.44,94.38,0.639,113,124.79,0.62,0
Jawa Timur,112.41,137,23.43,88.82,0.874,142,61.06,0.31,1
Sumatera Utara,116.3,118,32.14,79.79,0.534,125,99.31,0.5,0
Jawa Tengah,168.4,141,40.64,93.15,0.402,123,94.59,0.47,0
Sulawesi Selatan,31.2,113,31.04,77.19,0.837,95,22.42,0.11,0
Banten,138.86,128,20.74,60.15,0.593,133,91.22,0.46,0
Bali,24.24,141,34.3,95.33,0.702,121,15.11,0.08,0
Riau,22.41,137,47.55,74.61,0.939,145,12.64,0.06,0
Jawa Timur,228.63,131,35.48,94.48,0.495,108,152.01,0.76,1
Jawa Tengah,132.37,123,35.82,69.26,0.624,101,68.67,0.34,1
Sumatera Selatan,12.85,139,31.09,66.45,0.812,118,13.11,0.07,0
Jawa Timur,129.13,140,24.32,87.53,0.459,112,78.21,0.39,0
Jawa Tengah,151.14,144,23.93,81.09,0.607,147,132.07,0.66,0
Sulawesi Selatan,41.25,135,15.06,71.55,0.866,124,24.34,0.12,0
Banten,41.1,141,49.17,93.05,0.626,152,23.44,0.12,1
DKI Jakarta,23.07,118,40.55,75.31,0.828,107,16.47,0.08,0
Banten,93.11,113,35.99,50.63,0.768,114,81.57,0.41,0
Banten,159.6,137,38.55,83.97,0.866,137,64.24,0.32,1
Bali,516.44,131,39.07,53.09,0.839,117,264.01,1.32,1
Sumatera Selatan,48.85,132,26.19,73.57,0.545,140,44.13,0.22,0
Jawa Barat,159.17,133,31.1,59.41,0.743,122,100.19,0.5,0
Jawa Barat,87.4,142,29.31,61.86,0.768,137,83.56,0.42,0
Riau,149.27,121,65.14,98.01,0.415,111,72.63,0.36,1
DKI Jakarta,212.64,107,47.24,55.56,0.678,99,197.42,0.99,0
Jawa Timur,81.91,127,37.01,87.13,0.489,103,65.88,0.33,0
Jawa Barat,23.38,124,51.39,81.23,0.84,110,11.91,0.06,0
DKI Jakarta,236.15,147,49.88,59.56,0.883,159,96.36,0.48,1
Sulawesi Selatan,120.23,125,18.43,95.83,0.759,131,116.97,0.58,0
DKI Jakarta,355.64,118,32.33,59.87,0.763,125,209.04,1.05,1
DKI Jakarta,41.02,138,34.8,75.26,0.428,139,22.85,0.11,1
Sulawesi Selatan,31.06,121,42.34,88.74,0.601,120,16.14,0.08,1
Jawa Barat,37.24,126,32.31,87.41,0.928,134,23.49,0.12,0
Bali,620.68,122,33.82,65.67,0.706,117,459.62,2.3,0
DKI Jakarta,284.66,127,29.46,91.12,0.496,136,202.25,1.01,1
Jawa Barat,55.67,117,47.59,97.14,0.81,108,53.07,0.27,0
Jawa Barat,64.94,126,17.68,73.23,0.463,123,34.31,0.17,1
Sumatera Selatan,157.91,135,29.87,81.96,0.817,127,139.79,0.7,0
Riau,94.22,113,12.88,67.86,0.876,91,93.37,0.47,0
Banten,59.84,153,22.64,67.35,0.888,131,25.37,0.13,0
Jawa Tengah,68.85,123,38.81,73.02,0.625,132,61.16,0.31,0
DKI Jakarta,320.86,127,39.03,59.66,0.743,124,185.59,0.93,1
Sumatera Utara,177.26,134,31.24,83.78,0.868,109,122.48,0.61,0
Jawa Tengah,322.65,145,48.49,58.11,0.813,158,141.87,0.71,1
Sumatera Utara,407.56,147,51.25,50.25,0.904,158,241.0,1.21,0
Riau,170.24,137,34.17,71.53,0.947,138,80.5,0.4,0
Bali,158.21,145,38.01,53.74,0.653,128,87.23,0.44,1
Banten,33.92,134,29.57,77.56,0.548,119,14.29,0.07,1
DKI Jakarta,118.3,147,42.52,75.5,0.717,155,119.51,0.6,0
Jawa Tengah,64.2,123,20.67,56.73,0.784,100,63.04,0.32,0
Bali,382.17,135,56.55,62.05,0.694,117,314.58,1.57,0
Sumatera Utara,59.06,120,48.68,51.2,0.669,101,36.11,0.18,0
Riau,70.9,122,20.61,79.1,0.833,123,71.84,0.36,0
Banten,392.22,123,25.53,64.35,0.893,112,404.64,2.02,0
Jawa Barat,594.38,127,40.05,84.94,0.845,136,544.72,2.72,0
Bali,159.52,146,30.94,80.86,0.869,151,134.49,0.67,0
Sumatera Selatan,134.18,127,41.54,68.31,0.798,139,82.35,0.41,0
Sulawesi Selatan,60.73,159,30.69,51.06,0.446,141,59.15,0.3,0
Bali,229.9,129,53.3,65.69,0.597,121,166.66,0.83,0
Jawa Tengah,113.7,102,35.1,65.92,0.315,101,92.21,0.46,1
Jawa Tengah,124.2,131,64.05,66.3,0.694,143,63.67,0.32,1
Jawa Tengah,110.48,122,42.23,96.72,0.771,110,45.73,0.23,0
Sulawesi Selatan,106.54,121,18.81,58.06,0.441,108,111.0,0.55,0
Sumatera Utara,59.75,121,60.04,63.23,0.449,119,48.04,0.24,1
Banten,640.05,132,48.18,90.79,0.857,131,541.13,2.71,1
Sulawesi Selatan,209.73,109,39.56,95.33,0.759,93,90.76,0.45,0
Riau,620.47,164,42.76,72.95,0.607,153,418.17,2.09,1
Sulawesi Selatan,686.77,129,20.73,76.46,0.941,117,401.6,2.01,1
Sulawesi Selatan,79.83,119,13.35,52.59,0.683,110,75.29,0.38,0
DKI Jakarta,109.61,119,34.5,89.59,0.59,100,78.43,0.39,0
Jawa Timur,239.37,151,51.55,79.13,0.65,150,155.57,0.78,0
Sumatera Selatan,71.32,116,39.75,73.47,0.29,99,35.38,0.18,1
Bali,393.99,131,55.51,64.83,0.436,105,255.82,1.28,1
Jawa Barat,106.22,126,50.85,71.74,0.986,119,67.48,0.34,0
Jawa Timur,76.97,151,35.25,86.03,0.795,122,70.16,0.35,0
Sumatera Utara,90.73,143,49.21,53.96,0.953,142,86.28,0.43,0
Sumatera Selatan,21.69,143,53.27,74.83,0.935,139,14.02,0.07,0
Jawa Barat,64.47,130,34.04,51.7,0.961,126,42.98,0.21,0
Riau,617.98,160,32.43,87.84,0.98,132,638.93,3.19,0
Jawa Tengah,90.34,125,36.69,60.34,0.776,104,58.34,0.29,0
Jawa Tengah,81.05,125,6.06,94.27,0.646,124,65.54,0.33,0
Sumatera Utara,145.1,121,38.37,73.33,0.585,97,70.75,0.35,1
Banten,138.6,133,43.65,72.41,0.88,111,94.08,0.47,0
Riau,28.54,124,36.73,67.66,0.855,127,15.9,0.08,0
Jawa Timur,170.88,139,39.14,75.3,0.505,118,95.34,0.48,0
Bali,28.05,125,34.48,66.56,0.639,118,15.49,0.08,1
DKI Jakarta,44.31,130,11.04,67.64,0.754,107,31.4,0.16,0
Bali,18.87,130,54.95,59.59,0.856,113,11.16,0.06,0
DKI Jakarta,240.2,138,30.59,66.92,0.748,146,223.61,1.12,0
Sumatera Selatan,198.99,139,27.59,89.77,0.827,142,137.63,0.69,0
Jawa Timur,75.22,134,51.3,62.04,0.972,114,32.77,0.16,1
Jawa Timur,172.53,120,46.74,90.24,0.789,103,118.21,0.59,0
DKI Jakarta,344.18,129,38.28,92.2,0.613,121,159.87,0.8,1
Sumatera Selatan,38.22,128,44.23,82.65,0.616,126,18.95,0.09,0
Jawa Barat,81.33,121,21.14,51.5,0.888,117,39.69,0.2,0
Riau,26.55,112,34.03,77.49,0.82,99,24.3,0.12,0
Sumatera Selatan,12.36,134,50.54,90.82,0.92,145,8.39,0.04,0
Bali,35.86,140,26.87,67.92,0.854,147,14.37,0.07,0
Sumatera Selatan,160.35,132,23.02,63.86,0.914,131,117.47,0.59,0
Jawa Timur,129.0,155,35.94,65.75,0.622,166,68.47,0.34,1
Sumatera Selatan,88.83,116,36.22,70.73,0.73,103,76.95,0.38,0
Bali,143.0,117,42.77,53.44,0.861,104,144.72,0.72,0
Jawa Timur,292.57,138,18.46,61.65,0.887,123,149.42,0.75,0
Jawa Barat,135.56,119,5.0,81.7,0.944,100,78.58,0.39,0
Bali,218.34,147,46.05,73.15,0.82,123,188.42,0.94,0
Jawa Barat,105.75,145,22.0,62.12,0.464,155,85.76,0.43,1
Sumatera Utara,16.76,133,27.68,95.61,0.674,140,15.73,0.08,0
Jawa Tengah,89.89,123,8.8,64.48,0.896,118,73.89,0.37,0
Jawa Barat,303.66,145,47.27,56.34,0.597,144,159.16,0.8,1
Sumatera Selatan,147.34,124,39.2,59.77,0.668,108,138.94,0.69,0
Jawa Barat,693.31,107,38.72,64.53,0.551,86,349.79,1.75,1
Riau,159.29,124,38.64,75.61,0.907,115,72.39,0.36,0
Riau,255.75,133,10.28,53.25,0.831,133,258.48,1.29,0
DKI Jakarta,280.97,160,23.18,91.89,0.828,160,219.01,1.1,0
Jawa Barat,125.44,114,29.58,93.0,0.543,111,77.18,0.39,1
Sumatera Selatan,106.97,130,26.02,65.6,0.921,140,60.62,0.3,0
Sumatera Utara,159.95,125,31.74,87.99,0.959,107,72.79,0.36,1
Jawa Barat,273.78,140,37.95,79.38,0.822,123,209.16,1.05,0
Sulawesi Selatan,218.72,127,47.08,91.43,0.848,104,211.22,1.06,0
Jawa Tengah,207.28,141,17.24,63.57,0.677,152,174.52,0.87,0
DKI Jakarta,36.25,127,34.89,79.9,0.751,118,32.46,0.16,0
Sulawesi Selatan,88.06,113,43.54,53.56,0.608,104,69.48,0.35,0
DKI Jakarta,192.05,145,23.91,50.46,0.713,158,78.05,0.39,1
Sumatera Utara,107.94,145,32.69,92.86,0.773,134,74.4,0.37,0
Sulawesi Selatan,389.41,136,40.6,64.43,0.534,122,164.82,0.82,1
Sumatera Utara,18.92,138,35.13,71.83,0.739,119,8.57,0.04,1
Sumatera Utara,65.79,133,43.09,61.36,0.776,123,33.83,0.17,0
Jawa Timur,17.77,146,36.14,92.96,0.85,146,17.38,0.09,0
Jawa Barat,62.58,140,31.26,68.84,0.792,150,33.78,0.17,0
Sumatera Utara,12.0,95,20.93,58.78,0.599,81,8.32,0.04,0
Bali,625.1,120,37.97,79.79,0.732,120,606.17,3.03,0
DKI Jakarta,160.15,128,36.2,60.07,0.618,102,134.65,0.67,0
Bali,141.16,129,23.09,62.77,0.498,134,68.63,0.34,1
Banten,145.31,133,41.98,82.97,0.851,117,101.79,0.51,0
Sumatera Utara,68.8,136,50.22,97.0,0.532,110,62.0,0.31,0
Jawa Barat,39.66,125,27.08,86.99,0.686,114,27.3,0.14,0
Riau,173.14,126,26.27,56.08,0.758,134,93.73,0.47,0
Jawa Barat,32.12,117,25.83,65.32,0.553,101,26.28,0.13,1
Jawa Tengah,18.01,130,14.86,89.02,0.76,115,11.98,0.06,0
Sumatera Selatan,75.43,134,59.05,63.48,0.732,113,55.36,0.28,0
DKI Jakarta,149.49,142,29.61,86.26,0.597,155,71.94,0.36,1
Banten,24.74,139,24.7,73.12,0.783,129,24.45,0.12,0
Sumatera Utara,286.25,135,21.48,93.34,0.884,146,285.87,1.43,0
Jawa Barat,134.28,107,30.34,67.6,0.726,88,80.18,0.4,0
Jawa Tengah,412.07,140,26.66,95.79,0.854,130,243.2,1.22,0
Jawa Timur,16.67,123,52.26,69.96,0.671,115,8.51,0.04,1
Riau,12.34,120,20.02,85.59,0.926,105,9.64,0.05,0
Sulawesi Selatan,55.56,143,16.54,59.56,0.692,135,29.41,0.15,0
Bali,15.02,107,41.62,76.01,0.941,96,12.0,0.06,0
Jawa Barat,251.93,145,33.71,65.2,0.965,126,255.64,1.28,0
DKI Jakarta,207.49,138,32.32,50.62,0.666,125,107.39,0.54,1
DKI Jakarta,89.93,127,41.72,71.43,0.942,125,49.18,0.25,0
Sumatera Utara,39.95,137,36.64,58.45,0.525,128,18.35,0.09,1
Jawa Barat,130.84,146,34.44,96.97,0.688,134,79.12,0.4,0
Jawa Tengah,132.59,116,18.13,89.62,0.567,122,129.02,0.65,0
Bali,250.22,130,14.98,86.24,0.588,129,102.68,0.51,1
Bali,41.45,135,26.59,72.21,0.704,133,33.72,0.17,0
Bali,216.11,133,21.99,62.7,0.937,115,140.39,0.7,0
Jawa Tengah,185.4,121,38.23,65.89,0.921,124,112.42,0.56,0
Riau,95.46,130,13.42,60.01,0.381,105,48.87,0.24,1
Riau,17.9,140,29.63,77.04,0.719,120,16.84,0.08,0
Jawa Barat,28.65,135,32.92,89.75,0.434,124,26.78,0.13,0
Sumatera Utara,26.8,149,34.52,59.18,0.761,158,11.43,0.06,0
Sumatera Utara,128.22,111,39.79,50.22,0.557,89,99.34,0.5,1
Jawa Timur,298.87,122,31.08,56.15,0.697,113,200.16,1.0,0
Sumatera Selatan,172.77,134,26.99,72.59,0.764,112,69.81,0.35,0
Riau,50.66,141,49.93,50.91,0.733,122,30.32,0.15,1
Sumatera Utara,152.63,128,31.16,69.76,0.846,117,79.71,0.4,0
Sumatera Selatan,181.89,122,52.03,55.45,0.746,101,163.02,0.82,0
Sumatera Selatan,616.56,122,31.1,55.28,0.74,127,425.89,2.13,0
Sumatera Utara,17.9,123,34.8,84.92,0.835,101,16.45,0.08,0
Jawa Tengah,134.33,137,33.34,98.98,0.849,133,138.33,0.69,0
Sumatera Selatan,342.93,124,37.77,59.53,0.745,105,226.64,1.13,0
Sumatera Selatan,18.38,131,29.96,61.25,0.47,108,13.99,0.07,0
Sulawesi Selatan,54.04,114,36.15,64.52,0.548,107,55.79,0.28,0
Jawa Barat,154.46,117,53.37,88.47,0.725,105,78.48,0.39,1
Banten,85.96,115,47.59,74.79,0.833,93,37.41,0.19,0
Sulawesi Selatan,116.15,129,47.67,77.96,0.475,105,81.91,0.41,0
Sumatera Utara,112.82,133,18.9,76.78,0.868,118,80.91,0.4,0
Sulawesi Selatan,180.78,119,20.84,95.93,0.834,123,181.48,0.91,0
DKI Jakarta,74.83,119,37.61,51.71,0.763,125,52.09,0.26,0
DKI Jakarta,193.23,123,44.25,57.74,0.674,100,133.05,0.67,0
Sumatera Selatan,236.77,127,28.77,68.72,0.817,108,171.37,0.86,0
Jawa Timur,145.96,138,26.63,73.91,0.415,124,100.66,0.5,0
Sumatera Utara,64.27,125,51.73,55.58,0.843,124,63.26,0.32,0
Banten,333.68,138,43.23,93.77,0.46,122,267.47,1.34,1
Banten,15.02,132,47.7,83.22,0.468,114,13.78,0.07,0
Sulawesi Selatan,112.57,118,29.7,95.68,0.748,115,56.34,0.28,0
DKI Jakarta,218.1,132,28.76,96.1,0.318,132,211.43,1.06,0
Sumatera Selatan,81.28,113,46.39,75.11,0.497,106,83.76,0.42,0
Bali,69.95,135,31.85,91.8,0.788,135,71.49,0.36,0
Riau,29.27,121,27.67,86.1,0.468,96,30.41,0.15,0
Jawa Timur,97.54,127,24.04,67.66,0.786,114,83.23,0.42,0
Jawa Barat,411.6,144,28.86,82.21,0.385,141,344.3,1.72,1
Riau,14.84,133,45.5,96.68,0.739,132,6.59,0.03,0
Banten,18.91,134,16.88,87.44,0.604,115,11.04,0.06,0
Jawa Barat,354.6,135,42.55,84.76,0.659,121,323.25,1.62,0
Jawa Timur,773.48,137,26.5,60.87,0.568,118,490.94,2.45,1
Sulawesi Selatan,153.16,129,32.48,90.73,0.73,137,123.04,0.62,0
Jawa Tengah,755.49,128,33.25,69.09,0.609,113,590.2,2.95,0
Jawa Barat,127.92,137,32.35,80.58,0.616,145,99.46,0.5,0
Riau,131.95,148,31.55,83.21,0.54,157,84.55,0.42,0
Jawa Barat,204.13,137,29.67,75.25,0.552,131,199.05,1.0,0
Sulawesi Selatan,574.08,136,28.14,58.11,0.575,144,322.53,1.61,1
Bali,61.08,141,50.84,84.18,0.805,116,55.01,0.28,0
Sulawesi Selatan,124.96,122,35.3,62.11,0.659,102,52.05,0.26,0
Sulawesi Selatan,416.0,155,33.49,63.0,0.791,142,393.11,1.97,0
Jawa Tengah,389.94,128,27.26,56.21,0.98,128,348.13,1.74,0
Jawa Tengah,347.37,130,30.1,80.38,0.716,141,359.98,1.8,0
Jawa Timur,190.22,145,27.31,55.75,0.751,136,91.02,0.46,1
Banten,190.68,124,44.18,66.92,0.646,99,175.88,0.88,0
Bali,128.54,137,25.96,93.59,0.75,117,77.23,0.39,1
Sumatera Selatan,21.35,140,8.05,72.2,0.376,130,11.98,0.06,1
Riau,76.11,124,35.7,93.83,0.945,124,40.59,0.2,0
Bali,218.29,145,31.65,74.14,0.749,141,189.25,0.95,0
Riau,80.29,133,27.97,58.76,0.828,141,81.3,0.41,0
